ID_1,hashtag,Video Link ,Relevance ,Condition,Creator Type,Creator age,Creator Gender,Video Length (s),Likes,Shares,Comments,Mode 1,Mode 2,Mode 3,Mode 4,Video Type,Humor,Video Accuracy,Understandability ,Theme 1,Theme 2,Theme 3,Theme 4
594,#pelvicfloor,https://www.tiktok.com/@amybizalwellness/video/6935472099922414853,Y,Pelvic Floor,Lay Person,Over 25,F,15,13600,572,64,Viral Music,Visual Aid,,,Raising Awareness (Lay),N,2,3,Health & Exercise Tips,,,
34,#birthcontrol,https://www.tiktok.com/@farmandfun_69/video/6977212637046131974,Y,Birth control,Patient,Under 25,F,7,209100,5349,1178,Speech/Sound,Text,Acting,,Personal Testimony,N,3,3,Side Effects,,,
210,#endometriosis,https://www.tiktok.com/@emiliavictoria/video/6993515774312746241,Y,Endometriosis,Patient,Under 25,F,59,37500,996,575,Speech/Sound,Visual Aid,Text,,Personal Testimony,N,3,3,Success Stories,Coping with Illness,,
770,#utiremedies,https://www.tiktok.com/@vmossorganics/video/7009373725111995653,Y,uti,Organization,,,13,175,8,11,Speech/Sound,Visual Aid,Viral Music,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
553,#pelvicfloor,https://www.tiktok.com/@bailey.nomi/video/6985191623508512006,Y,Pelvic Floor,Lay Person,Over 25,F,9,27000,654,72,Viral Music,Visual Aid,,,Raising Awareness (Lay),N,2,2,Health & Exercise Tips,,,
418,#ovariancancer,https://www.tiktok.com/@lyonsduo/video/6964453577486126342,Y,Ovarian Cancer,Patient,Over 25,F,59,2176,31,139,Responding to Comment,Speech/Sound,,,Personal Testimony,N,3,3,Diagnosis,Signs & Symptoms,Poor Medical Care,Promoting Preventive Care
737,#uti,https://www.tiktok.com/@cheekybonsai/video/6977406163985943813,Y,uti,Lay Person,Under 25,F,6,17200,314,410,Speech/Sound,Visual Aid,,,Raising Awareness (Lay),N,3,3,Health & Exercise Tips,Patient Expertise,,
782,#utiremedies,https://www.tiktok.com/@brookequintero/video/6943694860801117445,Y,uti,Lay Person,Over 25,F,15,60,7,2,Text,Visual Aid,,,Personal Testimony,N,2,2,Alternative Therapies,,,
366,#infertilityjourney,https://www.tiktok.com/@hopeforbabypope/video/7007195821313723653,Y,Infertility,Patient,Under 25,F,23,73600,120,602,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Success Stories,Coping with Illness,,
492,#papsmear,https://www.tiktok.com/@jbeanparks/video/6880962822948359430,Y,Birth control,Patient,Under 25,F,36,57000,1497,1980,Speech/Sound,,,,Medical Visit Narrative,N,3,3,Gender Inequality,Coping with Illness,Seeking Empathy,Promoting Preventive Care
612,#pms,https://www.tiktok.com/@jjaylenemendoza/video/6955182119136087301,Y,pms,Patient,Under 25,F,17,293500,10900,1719,Speech/Sound,Acting,,,Personal Testimony,Y,3,3,Signs & Symptoms,,,
579,#pelvicfloor,https://www.tiktok.com/@nosuchthingastmi/video/6963021947932249350,Y,Pelvic Floor,Medical Professional ,Over 25,F,13,2078,14,12,Speech/Sound,Text,,,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,,,
786,#utiremedies,https://www.tiktok.com/@jessthewhooty/video/7008308694169505030,Y,uti,Patient,Over 25,F,56,236,7,3,Stitch,Speech/Sound,,,Personal Testimony,N,3,3,Patient Expertise,Health & Exercise Tips,Promoting Preventive Care,
84,#birthcontrolsideeffects,https://www.tiktok.com/@thatpumpkinwh0re/video/6941869837555715333,Y,Birth control,Patient,Under 25,F,14,156,6,7,Viral Music,Dance Trend,Text,,Personal Testimony,Y,3,3,Signs & Symptoms,,,
363,#infertilityjourney,https://www.tiktok.com/@maddiewilsonmusic/video/6946280408581459206,Y,Infertility,Patient,Under 25,F,36,25700,119,900,Speech/Sound,Text,Visual Aid,,Personal Testimony,N,3,3,Seeking Empathy,Coping with Illness,,
217,#endometriosis,https://www.tiktok.com/@lonelynymph/video/6980072070990269702,Y,Endometriosis,Lay Person,Under 25,F,15,90600,966,823,Stitch,Speech/Sound,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,Promoting Preventive Care,,
329,#hysterectomy,https://www.tiktok.com/@doctor.ryan/video/6923790184597310725,Y,Hysterectomy,Medical Professional ,Over 25,M,11,159600,620,5852,Duet,Visual Aid,Speech/Sound,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,,,
176,#cervicalcancer,https://www.tiktok.com/@____drk____/video/6919786993396305157,Y,Cervical Cancer,Medical Professional ,,,24,2387,40,14,Text,Visual Aid,,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,,,
260,#fibroids,https://www.tiktok.com/@morgabbytime/video/6943342743842311430,Y,Fibroids,Patient,Over 25,F,59,2758,528,203,Responding to Comment,Speech/Sound,,,Personal Testimony,N,2,3,Alternative Therapies,Diet & Nutrition,,
614,#pms,https://www.tiktok.com/@sophiep.fitness/video/6987803467926523141,Y,pms,Patient,Under 25,F,82,234300,9829,2188,Speech/Sound,,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
357,#infertilityjourney,https://www.tiktok.com/@cc.eddie/video/6990078419635621125,Y,Infertility,Patient,Over 25,F,39,323800,203,541,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Seeking Empathy,,,
60,#birthcontrolsideeffects,https://www.tiktok.com/@drjenniferlincoln/video/6842789620061637894,Y,Birth control,Medical Professional ,Over 25,F,59,17300,147,409,Speech/Sound,Text,,,Raising Awareness (Medical Professional),N,3,3,Side Effects,Promoting Preventive Care,,
307,#hysterectomy,https://www.tiktok.com/@allianceobgyngroup/video/6974541404118764805,Y,Hysterectomy,Organization,,,28,135500,6865,2711,Speech/Sound,Visual Aid,Text,,Raising Awareness (Lay),N,3,3,Conventional Treatment,,,
649,#pms,https://www.tiktok.com/@520.brandon/video/7002373472353602822,Y,pms,Lay Person,Under 25,M,5,24000,974,485,Viral Music,Visual Aid,,,Personal Testimony,N,3,2,Support Networks,,,
524,#pcos,https://www.tiktok.com/@edjina21/video/6982035738636356869,Y,pcos,Patient,Under 25,F,10,156400,4577,2582,Acting,Speech/Sound,Text,,Personal Testimony,Y,3,3,Promoting Preventive Care,Poor Medical Care,,
615,#pms,https://www.tiktok.com/@blakeswanner/video/6983437454518930694,Y,pms,Patient,Under 25,F,14,40900,386,348,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Signs & Symptoms,,,
599,#pelvicfloor,https://www.tiktok.com/@nosuchthingastmi/video/6983141586217504006,Y,Pelvic Floor,Medical Professional ,Over 25,F,8,39500,32,71,Viral Music,Text,Acting,,Raising Awareness (Medical Professional),Y,3,3,Sexual Health,,,
775,#utiremedies,https://www.tiktok.com/@love_coach_maddy/video/6968809600292244741,Y,uti,Lay Person,Over 25,F,53,525,30,11,Speech/Sound,Visual Aid,Text,,Raising Awareness (Lay),N,3,3,Diet & Nutrition,Promoting Preventive Care,,
539,#pcos,https://www.tiktok.com/@thewomensdietitian/video/6990057299897273606,Y,pcos,Patient,Over 25,F,9,4676,123,170,Acting,Speech/Sound,Text,,Personal Testimony,N,3,3,Diet & Nutrition,,,
180,#cervicalcancer,https://www.tiktok.com/@drokmd/video/6968790478070271238,Y,Cervical Cancer,Medical Professional ,Over 25,F,11,258,15,29,Viral Music,Text,,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Promoting Preventive Care,,
776,#utiremedies,https://www.tiktok.com/@veggieglow/video/6903766927651376389,Y,uti,Lay Person,Under 25,F,50,37900,8658,524,Viral Music,Visual Aid,Text,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
555,#pelvicfloor,https://www.tiktok.com/@scrambledjam/video/7003807477275839749,Y,Pelvic Floor,Medical Professional ,Over 25,F,13,63400,1165,822,Viral Music,Text,Visual Aid,,Raising Awareness (Medical Professional),Y,3,3,Signs & Symptoms,Health & Exercise Tips,,
367,#infertilityjourney,https://www.tiktok.com/@ruby.du/video/6956413646519962886,Y,Infertility,Patient,Over 25,F,48,4500000,17800,23400,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Seeking Empathy,Coping with Illness,,
332,#hysterectomy,https://www.tiktok.com/@peta1111/video/6974161625343462657,Y,Hysterectomy,Patient,Over 25,F,12,1115,9,168,Viral Music ,Visual Aid,Text,,Medical Visit Narrative,N,3,3,Conventional Treatment,Seeking Empathy,,
679,#uterinecancer,https://www.tiktok.com/@okie_xgirlx/video/6987981695987289349,Y,Uterine Cancer,Patient,Over 25,F,13,67,0,31,Viral Music,Speech/Sound,Text,,Personal Testimony,N,3,3,Seeking Empathy,Diagnosis,Conventional Treatment,
205,#endometriosis,https://www.tiktok.com/@drkellylupo/video/6922643636819594501,Y,Endometriosis,Medical Professional ,Over 25,F,15,7243,325,531,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,,,
660,#uterinecancer,https://www.tiktok.com/@jewelz_neurodivergent/video/6972417499530857734,Y,Uterine Cancer,Patient,Over 25,F,59,219,2,54,Viral Music,Text,,,Personal Testimony,N,3,3,Poor Medical Care,Signs & Symptoms,Seeking Empathy,
407,#ovariancancer,https://www.tiktok.com/@mariannanicole1/video/6824231013581884677,Y,Ovarian Cancer,Patient,Under 25,F,14,18500,54,245,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Diagnosis,Support Networks,,
800,#utiremedies,https://www.tiktok.com/@girlsgotguts/video/7000104175862385925,Y,uti,Lay Person,Over 25,F,14,127,8,10,Speech/Sound,Text,,,Raising Awareness (Lay),N,2,3,Signs & Symptoms,,,
101,#birthcontrolsideeffects,https://www.tiktok.com/@jacquerawlss/video/6765615713190235397,Y,Birth control,Patient,Under 25,F,15,4038,152,13,Viral Music,Text,Acting,,Raising Awareness (Lay),N,2,3,Side Effects,,,
243,#endometriosis,https://www.tiktok.com/@kelseymarie29/video/6988560630567456005,Y,Endometriosis,Patient,Over 25,F,12,84800,239,691,Viral Music,Text,,,Personal Testimony,N,3,3,Conventional Treatment,Side Effects,,
340,#hysterectomy,https://www.tiktok.com/@chronically.breanne/video/6946317287079152901,Y,Hysterectomy,Patient,Under 25,F,18,7966,37,272,Speech/Sound,Viral Music,Visual Aid,Text,Medical Visit Narrative,N,3,3,Conventional Treatment,Seeking Empathy,Support Networks,
13,#birthcontrol,https://www.tiktok.com/@nicole.bendayan/video/7000469704087309574,Y,Birth control,Lay Person,Under 25,F,82,25600,2391,1011,Speech/Sound,Text,,,Raising Awareness (Lay),N,3,3,Side Effects,,,
783,#utiremedies,https://www.tiktok.com/@jessiethomasdesigns/video/6931957668617669894,Y,uti,Patient,Over 25,F,57,994,128,175,Responding to Comment,Speech/Sound,,,Personal Testimony,N,2,2,Alternative Therapies,,,
557,#pelvicfloor,https://www.tiktok.com/@sassyrededu2/video/6998533596562590981,N,,,,,,,,,,,,,,,,,,,,
201,#cervicalcancer,https://www.tiktok.com/@hardfemme/video/6978934214859181317,Y,Cervical Cancer,Patient,Over 25,F,56,60700,446,1485,Stitch,Speech/Sound,Text,,Personal Testimony,N,3,3,Poor Medical Care,Signs & Symptoms,,
513,#pcos,https://www.tiktok.com/@thatpcoscoach/video/7002285212910505222,Y,pcos,Medical Professional ,Over 25,F,6,11600,82,284,Viral Music,Text,Acting,,Raising Awareness (Medical Professional),N,3,3,Poor Medical Care,,,
125,#breastcancer,https://www.tiktok.com/@kimbrulee44/video/6963058055617547526,Y,Breast Cancer,Patient,Over 25,F,14,4016,8,85,Viral Music,Dance Trend,Text,,Raising Awareness (Lay),N,3,3,Promoting Preventive Care,Signs & Symptoms,Conventional Treatment,
175,#cervicalcancer,https://www.tiktok.com/@girl.mamax2/video/6971499169399737605,Y,Cervical Cancer,Patient,Over 25,F,13,10800,30,788,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Seeking Empathy,Coping with Illness,,
573,#pelvicfloor,https://www.tiktok.com/@bailey.nomi/video/6972345685760871686,Y,Pelvic Floor,Lay Person,Under 25,F,12,38600,806,72,Viral Music,,,,Raising Awareness (Lay),N,2,2,Health & Exercise Tips,,,
709,#uti,https://www.tiktok.com/@makgarner99/video/6993504546823703813,Y,uti,Patient,Under 25,F,8,285800,2262,1138,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Promoting Preventive Care,Seeking Empathy,,
580,#pelvicfloor,https://www.tiktok.com/@nosuchthingas_tmi/video/6986692599742483718,N,,,,,,,,,,,,,,,,,,,,
184,#cervicalcancer,https://www.tiktok.com/@ceebean.29/video/6835028097545325829,Y,Cervical Cancer,Patient,Under 25,F,14,3222,42,177,Viral Music,Text,,,Personal Testimony,N,3,3,Poor Medical Care,Diagnosis,Signs & Symptoms,Conventional Treatment
328,#hysterectomy,https://www.tiktok.com/@lotsaknots/video/6939940047647034630,Y,Hysterectomy,Patient,Over 25,F,8,3446,9,160,Viral Music,Text,Acting,,Personal Testimony,N,2,3,Conventional Treatment,Seeking Empathy,,
57,#birthcontrolsideeffects,https://www.tiktok.com/@farmandfun_69/video/6977212637046131974,Y,Birth control,Patient,Under 25,F,7,209100,5349,1178,Speech/Sound,Text,Acting,,Personal Testimony,Y,3,3,Side Effects,,,
387,#infertilityjourney,https://www.tiktok.com/@ttcbabyone20/video/6989983476292275462,Y,Infertility,Patient,Under 25,F,7,6922,288,107,Viral Music,Text,Visual Aid,,Personal Testimony,Y,3,3,Seeking Empathy,,,
202,#endometriosis,https://www.tiktok.com/@endometriosisem/video/6964930754124025094,Y,Endometriosis,Patient,Under 25,F,49,97000,2522,2302,Speech/Sound,Visual Aid,Text,,Personal Testimony,N,3,3,Signs & Symptoms,,,
141,#breastcancer,https://www.tiktok.com/@dani_trops/video/6959270113614826757,Y,Breast Cancer,Patient,Over 25,F,15,18300,41,227,Stitch,Speech/Sound,Visual Aid,,Personal Testimony,Y,3,3,Support Networks,,,
774,#utiremedies,https://www.tiktok.com/@drmuwongejoram1/video/6932552530001939718,Y,uti,Medical Professional ,Over 25,F,50,1065,196,55,Text,Speech/Sound,,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Alternative Therapies,,
746,#uti,https://www.tiktok.com/@eliyahmashiach/video/6992181673110555910,Y,uti,Lay Person,Over 25,M,7,29600,2390,689,Visual Aid,Speech/Sound,Text,,Personal Testimony,N,2,3,Alternative Therapies,,,
560,#pelvicfloor,https://www.tiktok.com/@ewelina.2018/video/6940791013988404486,Y,Pelvic Floor,Lay Person,Under 25,F,12,45900,1429,204,Duet,Visual Aid,Viral Music,,Personal Testimony,N,2,2,Health & Exercise Tips,,,
659,#uterinecancer,https://www.tiktok.com/@just_laurie_angel_mom/video/6938471287543123205,Y,Uterine Cancer,Patient,Over 25,F,59,2484,69,0,Stitch,Speech/Sound,,,Personal Testimony,N,3,3,Poor Medical Care,Signs & Symptoms,Diagnosis,
549,#pcos,https://www.tiktok.com/@pcossupportgirl/video/6971855963435404550,Y,pcos,Patient,Under 25,F,13,1508,77,74,Viral Music ,Text,,,Raising Awareness (Lay),N,3,3,Coping with Illness,,,
191,#cervicalcancer,https://www.tiktok.com/@candeezyy/video/6959545145285020933,Y,Cervical Cancer,Patient,Over 25,F,37,121,1,17,Viral Music,Visual Aid,Text,,Raising Awareness (Lay),N,3,3,Promoting Preventive Care,Coping with Illness,,
375,#infertilityjourney,https://www.tiktok.com/@midwifemama/video/6957104980360711430,Y,Infertility,Medical Professional ,Over 25,F,10,83000,8397,1060,Viral Music,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Sexual Health,,,
439,#ovariancancer,https://www.tiktok.com/@alisimmjk/video/6987352020017597697,Y,Ovarian Cancer,Patient,Under 25,F,122,1906,110,113,Speech/Sound,Text,,,Raising Awareness (Lay),N,3,3,Coping with Illness,Patient Expertise,Side Effects,Signs & Symptoms
768,#utiremedies,https://www.tiktok.com/@colescarolina/video/7005903156114722054,Y,uti,Patient,Under 25,F,37,246,15,15,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,3,Alternative Therapies,,,
136,#breastcancer,https://www.tiktok.com/@vegasladygaga/video/7003095215603059974,Y,Breast Cancer,Patient,Over 25,F,14,1713,27,15,Viral Music,Dance Trend,Text,Visual Aid,Raising Awareness (Lay),N,3,3,Promoting Preventive Care,Success Stories,,
382,#infertilityjourney,https://www.tiktok.com/@ttcbabystover/video/6956713235462573317,Y,Infertility,Patient,Under 25,F,14,3268,111,31,Viral Music,,,,Raising Awareness (Lay),N,3,3,Seeking Empathy,Support Networks,,
620,#pms,https://www.tiktok.com/@cometkiddo/video/6938612542080109825,Y,pms,Patient,Under 25,F,10,221300,3431,1679,Viral Music,Text,Acting,,Personal Testimony,Y,3,3,Signs & Symptoms,,,
436,#ovariancancer,https://www.tiktok.com/@survivormimi83/video/7000092949010713862,Y,Ovarian Cancer,Patient,Over 25,F,15,3152,6,219,Speech/Sound,Text,,,Personal Testimony,N,3,3,Coping with Illness,Seeking Empathy,,
336,#hysterectomy,https://www.tiktok.com/@awkwardmomof_3/video/6978503617493863686,Y,Hysterectomy,Patient,Under 25,F,9,340,3,16,Viral Music,Text,Visual Aid,,Personal Testimony,N,3,3,Signs & Symptoms,Conventional Treatment,,
784,#utiremedies,https://www.tiktok.com/@samanthahatton1/video/6835771258580339973,Y,uti,Patient,Under 25,F,56,215800,2200,1765,Speech/Sound,,,,Personal Testimony,N,3,3,Poor Medical Care,Signs & Symptoms,Side Effects,Seeking Empathy
684,#uterinecancer,https://www.tiktok.com/@thatpositiveb/video/6976043618750434565,Y,Uterine Cancer,Patient,Over 25,F,59,72,0,23,Responding to Comment,Speech/Sound,,,Personal Testimony,N,3,3,Poor Medical Care,Signs & Symptoms,,
74,#birthcontrolsideeffects,https://www.tiktok.com/@dr.sunycaminero/video/6963793108848872709,Y,Birth control,Medical Professional ,Over 25,F,59,362,68,45,Speech/Sound,Visual Aid,,,Raising Awareness (Medical Professional),N,3,3,Side Effects,Promoting Preventive Care,,
519,#pcos,https://www.tiktok.com/@pcos_nutritionist/video/6925455613979823366,Y,pcos,Medical Professional ,Over 25,F,19,20700,1269,479,Speech/Sound,Text,,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Diagnosis,Conventional Treatment,
626,#pms,https://www.tiktok.com/@nicole.bendayan/video/7003070479250509061,Y,pms,Medical Professional ,Over 25,F,59,6672,250,104,Speech/Sound,,,,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,Diet & Nutrition,,
314,#hysterectomy,https://www.tiktok.com/@officialtruckergrl70/video/6944426290611113221,Y,Hysterectomy,Patient,Over 25,F,7,230,10,11,Speech/Sound,Acting,,,Humor,Y,3,3,Coping with Illness,Seeking Empathy,,
379,#infertilityjourney,https://www.tiktok.com/@herworldhypnosis/video/6966558824102726918,Y,Infertility,Patient,Under 25,F,8,10400,16,111,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Success Stories,Support Networks,,
586,#pelvicfloor,https://www.tiktok.com/@dr.wokeasspussy/video/6957818658403929350,Y,Pelvic Floor,Medical Professional ,Over 25,F,30,184900,5018,3599,Viral Music,Text,,,Raising Awareness (Medical Professional),N,3,3,Health & Exercise Tips,,,
279,#fibroids,https://www.tiktok.com/@callmedoctor.p/video/6924702646578318597,Y,Fibroids,Medical Professional ,Over 25,F,15,1974,221,142,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,,,
170,#cervicalcancer,https://www.tiktok.com/@ceebean.29/video/6889862406672092422,Y,Cervical Cancer,Patient,Over 25,F,15,1335,15,69,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Diagnosis,Signs & Symptoms,Promoting Preventive Care,
228,#endometriosis,https://www.tiktok.com/@amberfischernutrition/video/6943355078472502534,Y,Endometriosis,Medical Professional ,Over 25,F,54,1500,160,144,Text,Speech/Sound,,,Raising Awareness (Medical Professional),N,3,3,Signs & Symptoms,Diet & Nutrition,,
584,#pelvicfloor,https://www.tiktok.com/@sixthhousefitness/video/7000000477475687686,Y,Pelvic Floor,Lay Person,Under 25,F,23,3520,258,24,Viral Music,Text,Visual Aid,,Raising Awareness (Lay),N,2,3,Health & Exercise Tips,,,
377,#infertilityjourney,https://www.tiktok.com/@quinnwilliams5/video/6997620606128704774,Y,Infertility,Patient,Over 25,F,15,2800000,2993,4628,Viral Music,,,,Personal Testimony,N,3,2,Success Stories,,,
345,#hysterectomy,https://www.tiktok.com/@doctorcheema/video/6797477422716472581,Y,Hysterectomy,Medical Professional ,Over 25,F,15,9700,29,52,Viral Music,Text,Acting,,Humor,Y,3,3,,,,
496,#papsmear,https://www.tiktok.com/@veganteacher1988/video/6984181641124105477,Y,Papsmear,Lay Person,Over 25,F,109,149000,3561,5429,Speech/Sound,Duet,,,Raising Awareness (Lay),N,3,3,Gender Inequality,Support Networks,,
790,#utiremedies,https://www.tiktok.com/@simply_natural_liz/video/6932211602880072965,Y,uti,Lay Person,Over 25,F,59,381,52,0,Speech/Sound,,,,Raising Awareness (Lay),N,2,3,Alternative Therapies,,,
716,#uti,https://www.tiktok.com/@witchtrials/video/6894748155657702662,Y,uti,Patient,Under 25,F,18,456300,2792,2138,Speech/Sound,,,,Personal Testimony,Y,3,3,Support Networks,Promoting Preventive Care,,
273,#fibroids,https://www.tiktok.com/@mellystarzangelbaby/video/7002334233658232070,Y,Fibroids,Patient,Over 25,F,111,1063,202,69,Speech/Sound,Visual Aid,,,Personal Testimony,N,2,3,Alternative Therapies,,,
120,#breastcancer,https://www.tiktok.com/@breastbellaofficial/video/6950678335475256582,Y,Breast Cancer,Patient,Over 25,F,18,42700,1043,2680,Viral Music,Text,,,Raising Awareness (Lay),N,2,3,Coping with Illness,Support Networks,,
756,#utiremedies,https://www.tiktok.com/@aboutjanie/video/6847517377983302917,Y,uti,Lay Person,Under 25,F,30,5060,685,143,Viral Music,Visual Aid,,,Personal Testimony,N,2,3,Alternative Therapies,,,
506,#pcos,https://www.tiktok.com/@michworksout/video/6968110801299311877,Y,pcos,Patient,Over 25,F,23,24400,1251,229,Viral Music,Visual Aid,Text,,Personal Testimony,N,2,3,Health & Exercise Tips,Diet & Nutrition,,
140,#breastcancer,https://www.tiktok.com/@dani_trops/video/6935069921239895302,Y,Breast Cancer,Patient,Under 25,F,10,3512,29,67,Viral Music,Dance Trend,Text,,Raising Awareness (Lay),N,3,3,Poor Medical Care,Promoting Preventive Care,Patient Expertise,
198,#cervicalcancer,https://www.tiktok.com/@loralou1/video/7006356907741039877,Y,Cervical Cancer,Patient,Over 25,F,29,297,3,92,Viral Music,Visual Aid,Text,,Personal Testimony,N,3,3,Diagnosis,Support Networks,Seeking Empathy,
179,#cervicalcancer,https://www.tiktok.com/@alirodmd/video/6963102005757840646,Y,Cervical Cancer,Medical Professional ,Over 25,F,11,11200,80,237,Viral Music,Dance Trend,Text,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,Signs & Symptoms,,
159,#cervicalcancer,https://www.tiktok.com/@ceebean.29/video/6922861428680559877,Y,Cervical Cancer,Patient,Over 25,F,14,2202,72,136,Speech/Sound,Text,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
380,#infertilityjourney,https://www.tiktok.com/@fearless.lee/video/6945971191194733830,Y,Infertility,Patient,Over 25,F,7,7929,203,108,Speech/Sound,Acting,Text,,Personal Testimony,Y,3,3,Success Stories,,,
347,#hysterectomy,https://www.tiktok.com/@lovelyladyem/video/6987503113649278214,Y,Hysterectomy,Patient,Over 25,F,6,440,5,80,Speech/Sound,Text,Visual Aid,,Personal Testimony,N,3,3,Support Networks,,,
508,#pcos,https://www.tiktok.com/@pcossupportgirl/video/6993802560335367430,Y,pcos,Patient,Over 25,F,15,7987,131,456,Viral Music,Dance Trend,Text,,Personal Testimony,Y,3,3,Side Effects,Conventional Treatment,,
538,#pcos,https://www.tiktok.com/@sierraxashley/video/6987497290088893701,Y,pcos,Patient,Under 25,F,15,18300,844,342,Speech/Sound,Dance Trend,Text,,Personal Testimony,N,3,3,Patient Expertise,,,
608,#pms,https://www.tiktok.com/@itsjamiebiotch/video/6958954141465021702,Y,pms,Patient,Under 25,F,8,177800,4704,493,Speech/Sound,,,,Humor,Y,3,3,Sexual Health,,,
761,#utiremedies,https://www.tiktok.com/@sweetandlowenergy/video/6980101780197641477,Y,uti,Lay Person,Under 25,F,59,266,11,21,Speech/Sound,Visual Aid,,,Personal Testimony,N,1,2,Alternative Therapies,,,
738,#uti,https://www.tiktok.com/@supdeen/video/7004680412001783046,N,,,,,,,,,,,,,,,,,,,,
162,#cervicalcancer,https://www.tiktok.com/@gyno_girls/video/6995217520210742534,Y,Cervical Cancer,Medical Professional ,Over 25,F,54,10600,52,177,Responding to Comment,Speech/Sound,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,,,
288,#fibroids,https://www.tiktok.com/@beeaneno/video/6982949658712640774,Y,Fibroids,Lay Person,Over 25,F,7,59,3,3,Viral Music,Text,Acting,,Raising Awareness (Lay),N,2,3,Diet & Nutrition,,,
639,#pms,https://www.tiktok.com/@brysonandjulianne/video/6980127185214393606,Y,pms,Patient,Under 25,F,9,1718,6,56,Speech/Sound,Text,,,Personal Testimony,N,3,3,Signs & Symptoms,,,
282,#fibroids,https://www.tiktok.com/@naturalhomeremedies111/video/6977464075181722885,Y,Fibroids,Medical Professional ,Over 25,F,45,14900,11000,633,Responding to Comment,Visual Aid,Speech/Sound,,Raising Awareness (Medical Professional),N,2,3,Alternative Therapies,,,
788,#utiremedies,https://www.tiktok.com/@drbergofficial/video/6994481917106179330,Y,uti,Medical Professional ,Over 25,M,58,443,41,7,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Alternative Therapies,,,
497,#papsmear,https://www.tiktok.com/@croclord/video/6950086887105252613,Y,Papsmear,Patient,Under 25,F,11,3964,16,69,Speech/Sound,Visual Aid,Text,,Medical Visit Narrative,N,3,3,Conventional Treatment,Promoting Preventive Care,,
354,#infertilityjourney,https://www.tiktok.com/@heymeganmorgan/video/6987417088923012357,Y,Infertility,Patient,Over 25,F,60,6510,47,219,Viral Music,Text,Visual Aid,,Personal Testimony,N,3,3,Coping with Illness,Support Networks,Seeking Empathy,
350,#hysterectomy,https://www.tiktok.com/@leiaseaton/video/6990361050012994822,Y,Hysterectomy,Patient,Under 25,F,12,437,3,78,Viral Music,Acting,Text,,Personal Testimony,N,3,3,Conventional Treatment,,,
700,#uterinecancer,https://www.tiktok.com/@marlas52/video/6893604946013424901,Y,Uterine Cancer,Patient,Over 25,F,15,9753,149,381,Viral Music,Dance Trend,Text,,Personal Testimony,N,3,3,Support Networks,Coping with Illness,,
463,#papsmear,https://www.tiktok.com/@dr.staci.t/video/6837189643239263493,Y,Papsmear,Medical Professional ,Over 25,F,23,433800,50700,15500,Speech/Sound,Visual Aid,Text,,Raising Awareness (Medical Professional),N,3,3,Conventional Treatment,,,
674,#uterinecancer,https://www.tiktok.com/@tzonk/video/6957443167251614982,Y,Uterine Cancer,Patient,Over 25,F,20,2194,779,372,Speech/Sound,Visual Aid,,,Personal Testimony,N,3,3,Success Stories,Coping with Illness,Seeking Empathy,
238,#endometriosis,https://www.tiktok.com/@bloodyhonest/video/6940982526177561861,Y,Endometriosis,Lay Person,Under 25,F,10,4049,61,85,Viral Music,Text,,,Raising Awareness (Lay),N,3,3,Signs & Symptoms,,,
114,#breastcancer,https://www.tiktok.com/@connealymd/video/6994882125841321221,Y,Breast Cancer,Medical Professional ,Over 25,F,39,1585,99,77,Speech/Sound,,,,Raising Awareness (Medical Professional),N,3,3,Promoting Preventive Care,Signs & Symptoms,,
413,#ovariancancer,https://www.tiktok.com/@the.kelly.fam/video/7006078708574326022,N,,,,,,,,,,,,,,,,,,,,
